X1,X2,X3,X4,X5,X6,X7,X8
4,1,0.548736683,0.114147597,0.956970944,0.410205264,0.678254012,0.291868316
4,1,0.552425161,0.13126815,0.957243396,0.404150654,0.67934226,0.288310656
4,1,0.554819444,0.121297729,0.960467348,0.449822988,0.676010548,0.308778745
4,1,0.550778665,0.154764223,0.957752351,0.415539451,0.676691476,0.314632717
4,1,0.550448071,0.075473013,0.957078423,0.346569755,0.679884285,0.2786461
4,1,0.55759736,0.122830841,0.960345096,0.399877365,0.680389892,0.28054509
4,1,0.554610192,0.080730854,0.961844756,0.45719269,0.681057047,0.311617988
4,1,0.556197888,0.125144132,0.962617867,0.491006079,0.682226098,0.322749459
4,1,0.554469812,0.150412234,0.959941061,0.396977104,0.680763822,0.316893882
4,1,0.551972876,0.10946048,0.959802297,0.411793836,0.680214122,0.309591358
4,1,0.557747869,0.042566275,0.963671665,0.458532724,0.684246907,0.321433688
4,1,0.558762224,0.113110581,0.956713527,0.404908909,0.682116576,0.287571581
4,1,0.553303374,0.108530777,0.958659335,0.423864233,0.67820877,0.291732435
4,1,0.554266194,0.089923197,0.961786778,0.470675854,0.681776002,0.311463486
4,1,0.554230035,0.120150052,0.959673462,0.401800417,0.682289839,0.301837929
4,1,0.555365667,0.08239293,0.962615369,0.525823015,0.681253151,0.329313361
4,1,0.554210742,0.029425942,0.958071141,0.386698622,0.681460119,0.282233418
4,1,0.557621886,0.046331845,0.962404621,0.417846375,0.682436308,0.28454315
4,1,0.55279251,0.106823993,0.959650005,0.458001298,0.679625573,0.308170452
4,1,0.554777984,0.125152005,0.958086941,0.365289991,0.679460898,0.306293935
4,1,0.55498522,0.122700111,0.959945539,0.415421255,0.682814029,0.326621457
4,1,0.558256414,0.130786684,0.963463587,0.506563623,0.682673956,0.315531379
4,1,0.555308168,0.066324774,0.959907317,0.429043151,0.680607946,0.322460288
4,1,0.554586417,0.136860962,0.959081816,0.413190075,0.681667989,0.346323188
4,1,0.556451455,0.146005115,0.960704117,0.444476512,0.678733786,0.298313523
4,1,0.55514639,0.102896111,0.958402417,0.400568089,0.682981102,0.312669726
4,1,0.556667133,0.118425629,0.962599401,0.452252048,0.68055031,0.322612343
4,1,0.557268096,0.147587289,0.960511649,0.414954989,0.681692269,0.327795093
4,1,0.555805748,0.098038751,0.960180646,0.451338911,0.682626746,0.288390281
4,1,0.555372977,0.108902759,0.960896007,0.406717885,0.680839778,0.335272579
4,1,0.555989845,0.161479752,0.962474705,0.488416685,0.682098478,0.307963267
4,1,0.553274916,0.125646041,0.95896333,0.397787517,0.680195443,0.321106759
4,1,0.552503733,0.070924655,0.959783476,0.425175123,0.681666258,0.292157467
4,1,0.556206387,0.147852456,0.961115869,0.484332151,0.683031986,0.326552389
4,1,0.554389591,0.068217601,0.9601993,0.419284661,0.679176003,0.283464564
4,1,0.554793922,0.113738932,0.95903546,0.390452331,0.683052403,0.28598482
4,1,0.555448937,0.133426423,0.962124664,0.505629909,0.681027053,0.339856884
4,1,0.553408704,0.09195298,0.958442469,0.448849236,0.67943025,0.291474986
4,1,0.55761435,0.125007522,0.959930531,0.453017167,0.682395953,0.268781571
4,1,0.555850407,0.082133538,0.960889537,0.447473598,0.681367305,0.280706711
5,1,0.556801441,0.086072356,0.957970594,0.406500795,0.681030091,0.279676164
5,1,0.554637754,0.15332942,0.956664235,0.371899972,0.680395276,0.35589171
5,1,0.553255391,0.098020063,0.95198756,0.381047863,0.675568361,0.30833445
5,1,0.546733638,0.083309013,0.948225891,0.360319119,0.667308968,0.28532841
5,1,0.553953928,0.094638161,0.954044289,0.407070063,0.678571063,0.315712516
5,1,0.553296069,0.117417384,0.955285232,0.355664632,0.679657075,0.309450139
5,1,0.551143651,0.092831218,0.951066875,0.367494586,0.676785373,0.292775975
5,1,0.550048718,0.151880617,0.950947177,0.353341716,0.672865065,0.309393226
5,1,0.554181057,0.167119163,0.955815159,0.437690334,0.677315968,0.331902472
5,1,0.556639608,0.070046833,0.956069941,0.396103332,0.677116229,0.342728942
5,1,0.55201135,0.16901601,0.949684612,0.381037026,0.673322388,0.298564204
5,1,0.552755468,0.084122921,0.95249962,0.327355892,0.670256223,0.257980025
5,1,0.553066395,0.123663098,0.95905983,0.401949498,0.68295622,0.28477879
5,1,0.551794899,0.093500514,0.958662008,0.41873265,0.680403912,0.329807617
5,1,0.556569739,0.157844101,0.956514048,0.397067424,0.680990281,0.288163499
5,1,0.548622778,0.099124314,0.947808636,0.351240824,0.674246181,0.290322642
5,1,0.557103085,0.152147384,0.95690389,0.37073534,0.676331054,0.316317922
5,1,0.545942942,0.1263241,0.949578159,0.350678348,0.675793581,0.328358585
5,1,0.552738778,0.100032144,0.955191105,0.364952261,0.673680115,0.258600155
5,1,0.550697825,0.140562429,0.953310573,0.442277448,0.675519069,0.289217722
5,1,0.557005597,0.139095068,0.958420437,0.453360794,0.683369482,0.335163055
5,1,0.551789169,0.078047105,0.955524605,0.439564151,0.681043614,0.271698586
